TerritoryID,SalesOrderID,Region,CountryCode,Group,TotalSales
8,60969,Germany,DE,Europe,2479.94
9,60935,Australia,AU,Pacific,2478.34
9,61160,Australia,AU,Pacific,2478.34
9,60743,Australia,AU,Pacific,2478.34
10,61736,United Kingdom,GB,Europe,2478.34
9,62806,Australia,AU,Pacific,2478.34
10,62765,United Kingdom,GB,Europe,2478.34
9,62859,Australia,AU,Pacific,2478.34
4,62614,Southwest,US,North America,2478.34
4,62615,Southwest,US,North America,2478.34
9,62383,Australia,AU,Pacific,2478.34
9,62218,Australia,AU,Pacific,2478.34
1,58518,Northwest,US,North America,2478.34
9,60428,Australia,AU,Pacific,2478.34
9,60429,Australia,AU,Pacific,2478.34
9,60238,Australia,AU,Pacific,2478.34
9,60295,Australia,AU,Pacific,2478.34
10,59765,United Kingdom,GB,Europe,2478.34
9,56786,Australia,AU,Pacific,2478.34
9,56842,Australia,AU,Pacific,2478.34
8,57314,Germany,DE,Europe,2478.34
9,57674,Australia,AU,Pacific,2478.34
9,57894,Australia,AU,Pacific,2478.34
4,58057,Southwest,US,North America,2478.34
4,58274,Southwest,US,North America,2478.34
9,58341,Australia,AU,Pacific,2478.34
9,58113,Australia,AU,Pacific,2478.34
9,54760,Australia,AU,Pacific,2478.34
10,54896,United Kingdom,GB,Europe,2478.34
8,54535,Germany,DE,Europe,2478.34
9,53830,Australia,AU,Pacific,2478.34
9,54238,Australia,AU,Pacific,2478.34
10,54265,United Kingdom,GB,Europe,2478.34
9,55541,Australia,AU,Pacific,2478.34
9,55542,Australia,AU,Pacific,2478.34
9,55800,Australia,AU,Pacific,2478.34
9,55960,Australia,AU,Pacific,2478.34
9,55179,Australia,AU,Pacific,2478.34
9,51876,Australia,AU,Pacific,2478.34
7,51574,France,FR,Europe,2478.34
10,51532,United Kingdom,GB,Europe,2478.34
10,51643,United Kingdom,GB,Europe,2478.34
10,52480,United Kingdom,GB,Europe,2478.34
9,52107,Australia,AU,Pacific,2478.34
10,52733,United Kingdom,GB,Europe,2478.34
9,52670,Australia,AU,Pacific,2478.34
1,52920,Northwest,US,North America,2478.34
8,51208,Germany,DE,Europe,2478.34
10,51342,United Kingdom,GB,Europe,2478.34
9,51374,Australia,AU,Pacific,2478.34
9,51375,Australia,AU,Pacific,2478.34
10,51484,United Kingdom,GB,Europe,2478.34
7,51393,France,FR,Europe,2478.34
9,51426,Australia,AU,Pacific,2478.34
7,51412,France,FR,Europe,2478.24
8,51485,Germany,DE,Europe,2478.24
6,52715,Canada,CA,North America,2478.24
9,54139,Australia,AU,Pacific,2478.24
9,53912,Australia,AU,Pacific,2478.24
9,57892,Australia,AU,Pacific,2478.24
7,56445,France,FR,Europe,2478.24
7,58486,France,FR,Europe,2478.24
7,59411,France,FR,Europe,2478.24
9,61079,Australia,AU,Pacific,2478.24
10,58637,United Kingdom,GB,Europe,2478.04
4,59566,Southwest,US,North America,2478.04
9,56110,Australia,AU,Pacific,2478.04
4,54424,Southwest,US,North America,2478.04
10,55504,United Kingdom,GB,Europe,2478.04
9,56529,Australia,AU,Pacific,2477.53
8,54941,Germany,DE,Europe,2477.28
9,51420,Australia,AU,Pacific,2476.96
9,59271,Australia,AU,Pacific,2476.53
9,54240,Australia,AU,Pacific,2475.97
4,58000,Southwest,US,North America,2475.97
9,57733,Australia,AU,Pacific,2475.95
9,57584,Australia,AU,Pacific,2475.95
7,57251,France,FR,Europe,2475.95
4,56834,Southwest,US,North America,2475.95
9,57233,Australia,AU,Pacific,2475.95
6,56996,Canada,CA,North America,2475.95
8,55978,Germany,DE,Europe,2475.95
10,51394,United Kingdom,GB,Europe,2475.95
10,51272,United Kingdom,GB,Europe,2475.95
10,51226,United Kingdom,GB,Europe,2475.95
1,52919,Northwest,US,North America,2475.95
8,51572,Germany,DE,Europe,2475.95
4,52006,Southwest,US,North America,2475.95
8,58785,Germany,DE,Europe,2475.95
9,58819,Australia,AU,Pacific,2475.95
8,59994,Germany,DE,Europe,2475.95
9,60104,Australia,AU,Pacific,2475.95
9,60685,Australia,AU,Pacific,2475.95
9,62273,Australia,AU,Pacific,2475.95
9,62454,Australia,AU,Pacific,2475.95
9,54761,Australia,AU,Pacific,2475.79
10,61034,United Kingdom,GB,Europe,2474.94
9,62873,Australia,AU,Pacific,2473.05
9,59464,Australia,AU,Pacific,2473.05
9,54473,Australia,AU,Pacific,2473.05
9,55224,Australia,AU,Pacific,2473.05
9,55080,Australia,AU,Pacific,2473.04
4,56689,Southwest,US,North America,2473.04
10,57632,United Kingdom,GB,Europe,2473.04
7,59482,France,FR,Europe,2473.04
4,63111,Southwest,US,North America,2473.04
8,62987,Germany,DE,Europe,2473.04
4,49474,Southwest,US,North America,2472.3107
6,53063,Canada,CA,North America,2469.05
8,57532,Germany,DE,Europe,2469.05
4,57422,Southwest,US,North America,2469.05
4,56118,Southwest,US,North America,2469.05
4,55673,Southwest,US,North America,2469.05
6,63353,Canada,CA,North America,2469.05
4,60371,Southwest,US,North America,2469.05
9,60764,Australia,AU,Pacific,2469.05
1,61641,Northwest,US,North America,2469.05
4,56790,Southwest,US,North America,2468.04
4,51370,Southwest,US,North America,2467.02
9,51529,Australia,AU,Pacific,2466.32
9,51543,Australia,AU,Pacific,2466.32
8,51663,Germany,DE,Europe,2466.32
10,52121,United Kingdom,GB,Europe,2466.32
9,52279,Australia,AU,Pacific,2466.32
10,52369,United Kingdom,GB,Europe,2466.32
8,56969,Germany,DE,Europe,2466.32
9,58238,Australia,AU,Pacific,2466.32
9,55081,Australia,AU,Pacific,2466.32
9,54422,Australia,AU,Pacific,2466.32
4,54297,Southwest,US,North America,2466.32
4,61150,Southwest,US,North America,2466.32
9,61773,Australia,AU,Pacific,2466.32
10,59993,United Kingdom,GB,Europe,2466.32
9,59123,Australia,AU,Pacific,2466.32
9,59190,Australia,AU,Pacific,2466.32
6,60232,Canada,CA,North America,2466.26
1,58398,Northwest,US,North America,2465.95
1,52058,Northwest,US,North America,2465.93
8,56028,Germany,DE,Europe,2465.28
9,54925,Australia,AU,Pacific,2462.55
4,58068,Southwest,US,North America,2462.55
1,57296,Northwest,US,North America,2462.55
4,61086,Southwest,US,North America,2462.55
10,61470,United Kingdom,GB,Europe,2462.03
8,63057,Germany,DE,Europe,2462.03
1,57728,Northwest,US,North America,2461.97
7,51409,France,FR,Europe,2461.97
9,51312,Australia,AU,Pacific,2461.55
6,57679,Canada,CA,North America,2461.55
4,55861,Southwest,US,North America,2461.55
1,61642,Northwest,US,North America,2461.55
7,58900,France,FR,Europe,2461.55
10,59830,United Kingdom,GB,Europe,2461.55
9,61920,Australia,AU,Pacific,2461.03
8,57842,Germany,DE,Europe,2461.03
1,62387,Northwest,US,North America,2460.99
9,56425,Australia,AU,Pacific,2460.29
9,51528,Australia,AU,Pacific,2460.29
6,51518,Canada,CA,North America,2459.62
9,52210,Australia,AU,Pacific,2459.62
9,53289,Australia,AU,Pacific,2459.62
9,56844,Australia,AU,Pacific,2459.62
9,54148,Australia,AU,Pacific,2459.62
6,50709,Canada,CA,North America,2458.9178
3,50690,Central,US,North America,2458.9178
4,50739,Southwest,US,North America,2458.6124
4,59688,Southwest,US,North America,2457.95
9,60237,Australia,AU,Pacific,2457.33
9,60239,Australia,AU,Pacific,2457.33
7,60335,France,FR,Europe,2457.33
10,58648,United Kingdom,GB,Europe,2457.33
8,59088,Germany,DE,Europe,2457.33
10,62538,United Kingdom,GB,Europe,2457.33
9,62860,Australia,AU,Pacific,2457.33
9,62861,Australia,AU,Pacific,2457.33
7,62702,France,FR,Europe,2457.33
9,61908,Australia,AU,Pacific,2457.33
9,61957,Australia,AU,Pacific,2457.33
10,61979,United Kingdom,GB,Europe,2457.33
1,61633,Northwest,US,North America,2457.33
9,61308,Australia,AU,Pacific,2457.33
10,61044,United Kingdom,GB,Europe,2457.33
6,60810,Canada,CA,North America,2457.33
10,60773,United Kingdom,GB,Europe,2457.33
9,62931,Australia,AU,Pacific,2457.33
7,51343,France,FR,Europe,2457.33
9,51203,Australia,AU,Pacific,2457.33
9,53347,Australia,AU,Pacific,2457.33
8,53678,Germany,DE,Europe,2457.33
9,53653,Australia,AU,Pacific,2457.33
8,53081,Germany,DE,Europe,2457.33
9,52154,Australia,AU,Pacific,2457.33
1,51517,Northwest,US,North America,2457.33
10,51672,United Kingdom,GB,Europe,2457.33
9,53822,Australia,AU,Pacific,2457.33
9,54762,Australia,AU,Pacific,2457.33
9,54807,Australia,AU,Pacific,2457.33
9,55226,Australia,AU,Pacific,2457.33
9,55445,Australia,AU,Pacific,2457.33
10,56806,United Kingdom,GB,Europe,2457.33
9,56640,Australia,AU,Pacific,2457.33
9,56216,Australia,AU,Pacific,2457.33
8,56232,Germany,DE,Europe,2457.33
9,56320,Australia,AU,Pacific,2457.33
9,57677,Australia,AU,Pacific,2457.33
7,57704,France,FR,Europe,2457.33
8,57315,Germany,DE,Europe,2457.33
4,62385,Southwest,US,North America,2457.03
1,59452,Northwest,US,North America,2454.97
7,52577,France,FR,Europe,2453.95
4,53284,Southwest,US,North America,2453.04
4,58013,Southwest,US,North America,2453.04
6,58247,Canada,CA,North America,2453.04
9,56748,Australia,AU,Pacific,2453.04
4,53973,Southwest,US,North America,2453.04
8,59481,Germany,DE,Europe,2453.04
1,60438,Northwest,US,North America,2453.04
4,59639,Southwest,US,North America,2453.04
10,62450,United Kingdom,GB,Europe,2453.04
10,62872,United Kingdom,GB,Europe,2453.04
4,61915,Southwest,US,North America,2453.04
1,60820,Northwest,US,North America,2453.04
6,61422,Canada,CA,North America,2453.04
7,61366,France,FR,Europe,2453.04
9,61654,Australia,AU,Pacific,2453.04
4,63352,Southwest,US,North America,2453.04
9,59691,Australia,AU,Pacific,2452.34
7,60393,France,FR,Europe,2452.34
9,60609,Australia,AU,Pacific,2452.34
4,53854,Southwest,US,North America,2452.34
9,58246,Australia,AU,Pacific,2452.34
9,53003,Australia,AU,Pacific,2452.34
9,52211,Australia,AU,Pacific,2452.34
10,52224,United Kingdom,GB,Europe,2452.34
9,51636,Australia,AU,Pacific,2452.34
9,51176,Australia,AU,Pacific,2452.34
9,51321,Australia,AU,Pacific,2452.34
9,56749,Australia,AU,Pacific,2452.04
9,56945,Australia,AU,Pacific,2452.04
10,56597,United Kingdom,GB,Europe,2452.04
10,55865,United Kingdom,GB,Europe,2452.04
8,60624,Germany,DE,Europe,2452.04
9,61367,Australia,AU,Pacific,2452.04
10,61030,United Kingdom,GB,Europe,2452.04
4,61635,Southwest,US,North America,2451.44
7,61603,France,FR,Europe,2451.30
8,61326,Germany,DE,Europe,2451.30
9,60882,Australia,AU,Pacific,2451.30
9,62139,Australia,AU,Pacific,2451.30
9,62076,Australia,AU,Pacific,2451.30
1,62441,Northwest,US,North America,2451.30
9,62455,Australia,AU,Pacific,2451.30
9,62382,Australia,AU,Pacific,2451.30
9,62333,Australia,AU,Pacific,2451.30
9,59554,Australia,AU,Pacific,2451.30
9,59555,Australia,AU,Pacific,2451.30
9,59390,Australia,AU,Pacific,2451.30
1,59185,Northwest,US,North America,2451.30
9,58535,Australia,AU,Pacific,2451.30
9,62930,Australia,AU,Pacific,2451.30
9,55030,Australia,AU,Pacific,2451.30
4,54966,Southwest,US,North America,2451.30
9,55025,Australia,AU,Pacific,2451.30
9,54658,Australia,AU,Pacific,2451.30
9,56475,Australia,AU,Pacific,2451.30
9,56267,Australia,AU,Pacific,2451.30
9,56946,Australia,AU,Pacific,2451.30
10,57802,United Kingdom,GB,Europe,2451.30
7,51322,France,FR,Europe,2451.30
9,51268,Australia,AU,Pacific,2451.30
6,51253,Canada,CA,North America,2451.30
7,51441,France,FR,Europe,2451.30
10,51456,United Kingdom,GB,Europe,2451.30
10,51457,United Kingdom,GB,Europe,2451.30
1,51958,Northwest,US,North America,2451.30
6,51914,Canada,CA,North America,2451.30
9,52328,Australia,AU,Pacific,2451.30
4,52954,Southwest,US,North America,2451.30
9,53348,Australia,AU,Pacific,2451.30
10,53782,United Kingdom,GB,Europe,2451.30
4,50737,Southwest,US,North America,2451.0507
9,58064,Australia,AU,Pacific,2448.96
9,57360,Australia,AU,Pacific,2447.05
4,57421,Southwest,US,North America,2447.05
9,56368,Australia,AU,Pacific,2447.05
6,51495,Canada,CA,North America,2447.05
6,52832,Canada,CA,North America,2447.05
1,51670,Northwest,US,North America,2447.05
1,58409,Northwest,US,North America,2447.05
9,59208,Australia,AU,Pacific,2447.05
1,59473,Northwest,US,North America,2447.05
9,59331,Australia,AU,Pacific,2447.05
4,60302,Southwest,US,North America,2447.05
1,61962,Northwest,US,North America,2447.05
4,58569,Southwest,US,North America,2446.95
6,59384,Canada,CA,North America,2445.94
4,52360,Southwest,US,North America,2445.46
1,60494,Northwest,US,North America,2444.96
7,59650,France,FR,Europe,2444.96
4,59638,Southwest,US,North America,2443.55
9,62020,Australia,AU,Pacific,2443.55
9,63116,Australia,AU,Pacific,2443.55
4,56219,Southwest,US,North America,2443.55
4,57946,Southwest,US,North America,2443.55
4,54098,Southwest,US,North America,2443.55
9,54657,Australia,AU,Pacific,2443.35
9,54649,Australia,AU,Pacific,2443.35
9,54585,Australia,AU,Pacific,2443.35
9,54577,Australia,AU,Pacific,2443.35
9,54808,Australia,AU,Pacific,2443.35
4,55437,Southwest,US,North America,2443.35
9,56062,Australia,AU,Pacific,2443.35
8,55979,Germany,DE,Europe,2443.35
9,56008,Australia,AU,Pacific,2443.35
9,56009,Australia,AU,Pacific,2443.35
9,55605,Australia,AU,Pacific,2443.35
9,57944,Australia,AU,Pacific,2443.35
9,58009,Australia,AU,Pacific,2443.35
9,57739,Australia,AU,Pacific,2443.35
9,57522,Australia,AU,Pacific,2443.35
9,57625,Australia,AU,Pacific,2443.35
9,56111,Australia,AU,Pacific,2443.35
4,56524,Southwest,US,North America,2443.35
8,56443,Germany,DE,Europe,2443.35
7,56860,France,FR,Europe,2443.35
8,52370,Germany,DE,Europe,2443.35
9,52212,Australia,AU,Pacific,2443.35
9,52155,Australia,AU,Pacific,2443.35
9,52153,Australia,AU,Pacific,2443.35
9,52407,Australia,AU,Pacific,2443.35
9,52408,Australia,AU,Pacific,2443.35
8,51662,Germany,DE,Europe,2443.35
7,51644,France,FR,Europe,2443.35
7,51515,France,FR,Europe,2443.35
10,51530,United Kingdom,GB,Europe,2443.35
7,51575,France,FR,Europe,2443.35
10,51545,United Kingdom,GB,Europe,2443.35
9,52018,Australia,AU,Pacific,2443.35
9,52776,Australia,AU,Pacific,2443.35
4,52955,Southwest,US,North America,2443.35
8,53784,Germany,DE,Europe,2443.35
9,53766,Australia,AU,Pacific,2443.35
9,53772,Australia,AU,Pacific,2443.35
10,53730,United Kingdom,GB,Europe,2443.35
9,53710,Australia,AU,Pacific,2443.35
9,51440,Australia,AU,Pacific,2443.35
4,51395,Southwest,US,North America,2443.35
7,51251,France,FR,Europe,2443.35
7,51248,France,FR,Europe,2443.35
9,51300,Australia,AU,Pacific,2443.35
9,51337,Australia,AU,Pacific,2443.35
9,51376,Australia,AU,Pacific,2443.35
9,51204,Australia,AU,Pacific,2443.35
4,51229,Southwest,US,North America,2443.35
9,51061,Australia,AU,Pacific,2443.35
10,51040,United Kingdom,GB,Europe,2443.35
10,51043,United Kingdom,GB,Europe,2443.35
8,51044,Germany,DE,Europe,2443.35
8,51052,Germany,DE,Europe,2443.35
10,50948,United Kingdom,GB,Europe,2443.35
10,50949,United Kingdom,GB,Europe,2443.35
7,50961,France,FR,Europe,2443.35
9,50978,Australia,AU,Pacific,2443.35
10,50981,United Kingdom,GB,Europe,2443.35
10,50982,United Kingdom,GB,Europe,2443.35
8,50997,Germany,DE,Europe,2443.35
1,51004,Northwest,US,North America,2443.35
7,51011,France,FR,Europe,2443.35
7,51021,France,FR,Europe,2443.35
1,50766,Northwest,US,North America,2443.35
9,50771,Australia,AU,Pacific,2443.35
9,50772,Australia,AU,Pacific,2443.35
9,50769,Australia,AU,Pacific,2443.35
8,50806,Germany,DE,Europe,2443.35
9,50834,Australia,AU,Pacific,2443.35
1,50846,Northwest,US,North America,2443.35
9,50851,Australia,AU,Pacific,2443.35
9,50859,Australia,AU,Pacific,2443.35
7,50874,France,FR,Europe,2443.35
9,50881,Australia,AU,Pacific,2443.35
10,50886,United Kingdom,GB,Europe,2443.35
4,50890,Southwest,US,North America,2443.35
9,50902,Australia,AU,Pacific,2443.35
9,50903,Australia,AU,Pacific,2443.35
9,50913,Australia,AU,Pacific,2443.35
7,50918,France,FR,Europe,2443.35
9,50927,Australia,AU,Pacific,2443.35
9,50936,Australia,AU,Pacific,2443.35
9,50657,Australia,AU,Pacific,2443.35
4,50648,Southwest,US,North America,2443.35
9,50616,Australia,AU,Pacific,2443.35
10,50627,United Kingdom,GB,Europe,2443.35
8,50628,Germany,DE,Europe,2443.35
9,50625,Australia,AU,Pacific,2443.35
9,50639,Australia,AU,Pacific,2443.35
9,50640,Australia,AU,Pacific,2443.35
8,50586,Germany,DE,Europe,2443.35
10,50511,United Kingdom,GB,Europe,2443.35
7,50509,France,FR,Europe,2443.35
9,50536,Australia,AU,Pacific,2443.35
9,50576,Australia,AU,Pacific,2443.35
9,50359,Australia,AU,Pacific,2443.35
9,50360,Australia,AU,Pacific,2443.35
4,50365,Southwest,US,North America,2443.35
6,50366,Canada,CA,North America,2443.35
10,50400,United Kingdom,GB,Europe,2443.35
9,50423,Australia,AU,Pacific,2443.35
9,50431,Australia,AU,Pacific,2443.35
7,50450,France,FR,Europe,2443.35
9,50459,Australia,AU,Pacific,2443.35
10,50463,United Kingdom,GB,Europe,2443.35
9,50492,Australia,AU,Pacific,2443.35
1,49428,Northwest,US,North America,2443.35
8,49410,Germany,DE,Europe,2443.35
7,49411,France,FR,Europe,2443.35
10,49413,United Kingdom,GB,Europe,2443.35
8,49414,Germany,DE,Europe,2443.35
8,49415,Germany,DE,Europe,2443.35
9,49419,Australia,AU,Pacific,2443.35
9,49422,Australia,AU,Pacific,2443.35
7,49425,France,FR,Europe,2443.35
9,49338,Australia,AU,Pacific,2443.35
8,49339,Germany,DE,Europe,2443.35
9,49347,Australia,AU,Pacific,2443.35
9,49348,Australia,AU,Pacific,2443.35
9,49356,Australia,AU,Pacific,2443.35
9,49365,Australia,AU,Pacific,2443.35
7,49372,France,FR,Europe,2443.35
8,49387,Germany,DE,Europe,2443.35
9,49395,Australia,AU,Pacific,2443.35
9,49396,Australia,AU,Pacific,2443.35
10,49401,United Kingdom,GB,Europe,2443.35
8,49182,Germany,DE,Europe,2443.35
8,49183,Germany,DE,Europe,2443.35
9,49186,Australia,AU,Pacific,2443.35
10,49200,United Kingdom,GB,Europe,2443.35
10,49201,United Kingdom,GB,Europe,2443.35
9,49207,Australia,AU,Pacific,2443.35
10,49226,United Kingdom,GB,Europe,2443.35
4,49227,Southwest,US,North America,2443.35
9,49242,Australia,AU,Pacific,2443.35
10,49247,United Kingdom,GB,Europe,2443.35
10,49258,United Kingdom,GB,Europe,2443.35
9,49275,Australia,AU,Pacific,2443.35
10,49280,United Kingdom,GB,Europe,2443.35
8,49290,Germany,DE,Europe,2443.35
4,49294,Southwest,US,North America,2443.35
8,49312,Germany,DE,Europe,2443.35
10,49327,United Kingdom,GB,Europe,2443.35
6,49559,Canada,CA,North America,2443.35
7,49575,France,FR,Europe,2443.35
10,49581,United Kingdom,GB,Europe,2443.35
1,49584,Northwest,US,North America,2443.35
7,49599,France,FR,Europe,2443.35
9,49603,Australia,AU,Pacific,2443.35
8,49604,Germany,DE,Europe,2443.35
9,49597,Australia,AU,Pacific,2443.35
9,49636,Australia,AU,Pacific,2443.35
7,49645,France,FR,Europe,2443.35
8,49647,Germany,DE,Europe,2443.35
9,49661,Australia,AU,Pacific,2443.35
10,49664,United Kingdom,GB,Europe,2443.35
10,49680,United Kingdom,GB,Europe,2443.35
9,49684,Australia,AU,Pacific,2443.35
4,49674,Southwest,US,North America,2443.35
8,49693,Germany,DE,Europe,2443.35
10,49694,United Kingdom,GB,Europe,2443.35
10,49701,United Kingdom,GB,Europe,2443.35
7,49705,France,FR,Europe,2443.35
7,49717,France,FR,Europe,2443.35
9,49725,Australia,AU,Pacific,2443.35
8,49728,Germany,DE,Europe,2443.35
9,49743,Australia,AU,Pacific,2443.35
10,49751,United Kingdom,GB,Europe,2443.35
10,49762,United Kingdom,GB,Europe,2443.35
8,50180,Germany,DE,Europe,2443.35
9,50159,Australia,AU,Pacific,2443.35
9,50077,Australia,AU,Pacific,2443.35
9,50078,Australia,AU,Pacific,2443.35
9,50086,Australia,AU,Pacific,2443.35
7,50101,France,FR,Europe,2443.35
1,50102,Northwest,US,North America,2443.35
9,50127,Australia,AU,Pacific,2443.35
9,50140,Australia,AU,Pacific,2443.35
9,50141,Australia,AU,Pacific,2443.35
8,49898,Germany,DE,Europe,2443.35
8,49899,Germany,DE,Europe,2443.35
10,49909,United Kingdom,GB,Europe,2443.35
7,49812,France,FR,Europe,2443.35
9,49819,Australia,AU,Pacific,2443.35
8,49778,Germany,DE,Europe,2443.35
8,49779,Germany,DE,Europe,2443.35
9,49787,Australia,AU,Pacific,2443.35
9,49788,Australia,AU,Pacific,2443.35
7,49791,France,FR,Europe,2443.35
8,49802,Germany,DE,Europe,2443.35
7,49803,France,FR,Europe,2443.35
9,49809,Australia,AU,Pacific,2443.35
7,49926,France,FR,Europe,2443.35
9,49958,Australia,AU,Pacific,2443.35
9,49959,Australia,AU,Pacific,2443.35
8,49963,Germany,DE,Europe,2443.35
7,49975,France,FR,Europe,2443.35
8,49993,Germany,DE,Europe,2443.35
9,50002,Australia,AU,Pacific,2443.35
9,50010,Australia,AU,Pacific,2443.35
8,50014,Germany,DE,Europe,2443.35
1,50032,Northwest,US,North America,2443.35
10,50039,United Kingdom,GB,Europe,2443.35
9,50044,Australia,AU,Pacific,2443.35
7,50054,France,FR,Europe,2443.35
7,50046,France,FR,Europe,2443.35
10,62953,United Kingdom,GB,Europe,2443.35
9,62991,Australia,AU,Pacific,2443.35
9,61907,Australia,AU,Pacific,2443.35
10,61861,United Kingdom,GB,Europe,2443.35
8,62539,Germany,DE,Europe,2443.35
8,62885,Germany,DE,Europe,2443.35
9,62673,Australia,AU,Pacific,2443.35
9,62674,Australia,AU,Pacific,2443.35
1,60873,Northwest,US,North America,2443.35
7,60850,France,FR,Europe,2443.35
9,60742,Australia,AU,Pacific,2443.35
9,60683,Australia,AU,Pacific,2443.35
8,61112,Germany,DE,Europe,2443.35
9,61159,Australia,AU,Pacific,2443.35
9,59692,Australia,AU,Pacific,2443.35
1,59800,Northwest,US,North America,2443.35
9,59813,Australia,AU,Pacific,2443.35
9,60502,Australia,AU,Pacific,2443.35
9,60103,Australia,AU,Pacific,2443.35
9,59389,Australia,AU,Pacific,2443.35
9,58571,Australia,AU,Pacific,2443.35
1,58754,Northwest,US,North America,2443.35
6,59259,Canada,CA,North America,2442.54
9,59902,Australia,AU,Pacific,2442.54
6,61845,Canada,CA,North America,2442.54
9,52719,Australia,AU,Pacific,2442.54
4,51654,Southwest,US,North America,2442.54
8,56539,Germany,DE,Europe,2442.54
10,57299,United Kingdom,GB,Europe,2442.54
7,53974,France,FR,Europe,2442.54
8,55864,Germany,DE,Europe,2442.03
7,51259,France,FR,Europe,2442.03
10,61905,United Kingdom,GB,Europe,2442.03
10,62737,United Kingdom,GB,Europe,2442.03
10,62341,United Kingdom,GB,Europe,2442.03
8,60830,Germany,DE,Europe,2442.03
10,59140,United Kingdom,GB,Europe,2442.03
10,54528,United Kingdom,GB,Europe,2441.93
9,56532,Australia,AU,Pacific,2440.95
8,54822,Germany,DE,Europe,2439.99
9,51668,Australia,AU,Pacific,2439.99
7,59761,France,FR,Europe,2439.99
7,60321,France,FR,Europe,2439.99
9,61309,Australia,AU,Pacific,2439.99
9,61656,Australia,AU,Pacific,2438.06
6,61725,Canada,CA,North America,2438.06
9,60630,Australia,AU,Pacific,2438.06
1,60943,Northwest,US,North America,2438.06
9,62530,Australia,AU,Pacific,2438.06
6,62568,Canada,CA,North America,2438.06
4,62570,Southwest,US,North America,2438.06
4,61846,Southwest,US,North America,2438.06
4,61914,Southwest,US,North America,2438.06
9,62084,Australia,AU,Pacific,2438.06
9,62085,Australia,AU,Pacific,2438.06
4,62225,Southwest,US,North America,2438.06
9,60241,Australia,AU,Pacific,2438.06
1,60171,Northwest,US,North America,2438.06
1,59698,Northwest,US,North America,2438.06
4,59824,Southwest,US,North America,2438.06
9,58629,Australia,AU,Pacific,2438.06
4,58634,Southwest,US,North America,2438.06
4,53338,Southwest,US,North America,2438.06
9,54706,Australia,AU,Pacific,2438.06
4,55964,Southwest,US,North America,2438.06
9,55959,Australia,AU,Pacific,2438.06
4,55547,Southwest,US,North America,2438.06
1,56845,Northwest,US,North America,2438.06
9,57626,Australia,AU,Pacific,2438.06
4,57784,Southwest,US,North America,2438.06
4,57836,Southwest,US,North America,2438.06
8,52162,Germany,DE,Europe,2437.92
4,53281,Southwest,US,North America,2436.97
9,56789,Australia,AU,Pacific,2436.97
4,58527,Southwest,US,North America,2433.47
9,59209,Australia,AU,Pacific,2433.04
4,59261,Southwest,US,North America,2433.04
8,59269,Germany,DE,Europe,2433.04
7,60041,France,FR,Europe,2433.04
4,59968,Southwest,US,North America,2433.04
8,59706,Germany,DE,Europe,2433.04
4,59565,Southwest,US,North America,2433.04
10,60314,United Kingdom,GB,Europe,2433.04
1,60303,Northwest,US,North America,2433.04
8,62136,Germany,DE,Europe,2433.04
4,62012,Southwest,US,North America,2433.04
7,62871,France,FR,Europe,2433.04
9,60884,Australia,AU,Pacific,2433.04
8,61416,Germany,DE,Europe,2433.04
10,56850,United Kingdom,GB,Europe,2433.04
10,56482,United Kingdom,GB,Europe,2433.04
9,57942,Australia,AU,Pacific,2433.04
8,58348,Germany,DE,Europe,2433.04
4,58185,Southwest,US,North America,2433.04
4,57740,Southwest,US,North America,2433.04
10,57631,United Kingdom,GB,Europe,2433.04
4,57476,Southwest,US,North America,2433.04
9,55604,Australia,AU,Pacific,2433.04
8,55503,Germany,DE,Europe,2433.04
7,53828,France,FR,Europe,2433.04
9,53335,Australia,AU,Pacific,2433.04
8,52774,Germany,DE,Europe,2433.04
9,52324,Australia,AU,Pacific,2433.04
7,51963,France,FR,Europe,2433.04
8,51246,Germany,DE,Europe,2433.04
8,51454,Germany,DE,Europe,2433.04
10,55923,United Kingdom,GB,Europe,2431.95
10,56540,United Kingdom,GB,Europe,2431.95
9,54868,Australia,AU,Pacific,2430.96
1,58529,Northwest,US,North America,2430.95
6,61714,Canada,CA,North America,2430.44
6,53909,Canada,CA,North America,2429.97
4,61412,Southwest,US,North America,2429.93
10,55141,United Kingdom,GB,Europe,2429.46
9,58278,Australia,AU,Pacific,2428.97
8,51642,Germany,DE,Europe,2428.97
8,53663,Germany,DE,Europe,2428.94
8,62945,Germany,DE,Europe,2428.29
6,61085,Canada,CA,North America,2428.05
9,62693,Australia,AU,Pacific,2428.05
7,62006,France,FR,Europe,2428.05
8,61955,Germany,DE,Europe,2428.05
10,59484,United Kingdom,GB,Europe,2428.05
7,60376,France,FR,Europe,2428.05
9,60380,Australia,AU,Pacific,2428.05
10,60449,United Kingdom,GB,Europe,2428.05
8,59979,Germany,DE,Europe,2428.05
8,52929,Germany,DE,Europe,2428.05
8,51687,Germany,DE,Europe,2428.05
10,52668,United Kingdom,GB,Europe,2428.05
7,51245,France,FR,Europe,2428.05
10,58191,United Kingdom,GB,Europe,2428.05
10,57956,United Kingdom,GB,Europe,2428.05
7,57686,France,FR,Europe,2428.05
8,56794,Germany,DE,Europe,2428.05
4,55135,Southwest,US,North America,2428.05
8,55866,Germany,DE,Europe,2428.05
8,54037,Germany,DE,Europe,2428.05
8,57300,Germany,DE,Europe,2427.04
4,53127,Southwest,US,North America,2427.04
